Year,Industry Code,Industry Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2016,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.466,0.043,0.51,4,2,1,4,1
2016,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.025,0.0,0.026,3,2,1,1,1
2016,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2016,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.176,0.018,0.194,4,2,1,4,1
2016,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2016,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.513,0.053,0.565,4,2,1,3,1
2016,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.028,0.001,0.029,4,2,1,1,1
2016,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.751,0.051,0.802,4,2,1,4,1
2016,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.026,0.001,0.027,4,2,1,1,1
2016,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,4,1
2016,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.325,0.0,0.325,4,2,1,4,1
2016,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",3.448,0.0,3.448,2,2,1,2,1
2016,22,Utilities,methane,"kg/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,1,1
2016,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,2,2,1,2,1
2016,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.256,0.0,0.256,3,2,1,4,1
2016,23,Construction,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2016,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,4,2,1,5,1
2016,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.325,0.013,0.338,4,2,1,4,1
2016,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.008,0.0,0.008,3,2,1,1,1
2016,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2016,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.008,0.0,0.008,4,2,1,4,1
2016,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.279,0.014,0.293,3,2,1,4,1
2016,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,1,1
2016,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2016,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.089,0.01,0.1,3,2,1,4,1
2016,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2016,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.19,0.016,0.206,3,2,1,3,1
2016,321,Wood products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2016,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,2,1,5,1
2016,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.409,0.017,0.427,4,2,1,4,1
2016,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,322,Paper products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,322,Paper products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,4,1
2016,323,Printing and related support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.225,0.014,0.24,3,2,1,4,1
2016,323,Printing and related support activities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,323,Printing and related support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,323,Printing and related support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2016,324,Petroleum and coal products,carbon dioxide,"kg/2018 USD, purchaser price",0.785,0.005,0.79,4,2,1,3,1
2016,324,Petroleum and coal products,methane,"kg/2018 USD, purchaser price",0.018,0.0,0.018,4,2,1,1,1
2016,324,Petroleum and coal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,324,Petroleum and coal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,325,Chemical products,carbon dioxide,"kg/2018 USD, purchaser price",0.37,0.041,0.41,4,2,1,4,1
2016,325,Chemical products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2016,325,Chemical products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,325,Chemical products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,3,2,1,3,1
2016,326,Plastics and rubber products,carbon dioxide,"kg/2018 USD, purchaser price",0.237,0.021,0.258,3,2,1,3,1
2016,326,Plastics and rubber products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,326,Plastics and rubber products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2016,326,Plastics and rubber products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,4,2,1,4,1
2016,327,Nonmetallic mineral products,carbon dioxide,"kg/2018 USD, purchaser price",0.775,0.017,0.792,3,2,1,3,1
2016,327,Nonmetallic mineral products,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2016,327,Nonmetallic mineral products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,327,Nonmetallic mineral products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2016,331,Primary metals,carbon dioxide,"kg/2018 USD, purchaser price",0.219,0.031,0.249,2,2,1,2,1
2016,331,Primary metals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2016,331,Primary metals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2016,331,Primary metals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.021,0.0,0.021,3,2,1,2,1
2016,332,Fabricated metal products,carbon dioxide,"kg/2018 USD, purchaser price",0.241,0.024,0.264,3,2,1,3,1
